Store,Date,Dept,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Weekly_Sales
1,102811,30,66,3,217,7,0,2688
1,21712,3,45,3,220,7,0,10237
7,60311,90,45,3,192,8,0,11462
5,60112,4,79,3,222,5,0,10660
5,32511,23,70,3,215,6,0,5234
6,11312,87,48,3,221,6,0,35768
1,51311,55,75,3,215,7,0,10183
7,52810,34,54,2,189,8,0,3902
4,11411,56,31,2,127,6,0,402
1,33012,5,67,3,221,7,0,22392
2,52110,80,74,2,210,8,0,24372
7,62411,87,46,3,193,8,0,11092
1,60812,85,78,3,221,7,0,3476
6,91412,44,76,3,224,5,0,8972
3,82412,26,83,3,225,6,0,2347
4,33012,25,72,3,130,4,0,18911
7,101411,14,32,3,195,8,0,9009
4,100810,32,67,2,126,7,0,8281
6,32312,71,63,3,222,6,0,4466
1,91412,97,74,3,222,6,0,39216
3,91611,1,83,3,219,7,0,6041
4,50611,6,63,3,129,5,0,8967
2,60812,17,78,3,221,6,0,13684
4,52810,44,67,2,126,7,0,4449
2,93011,22,78,3,216,7,0,11146
1,52810,41,80,2,210,7,0,514
4,120211,1,38,3,129,5,0,41861
6,51311,52,76,3,217,6,0,3604
5,123011,95,45,3,220,6,1,16081
4,12811,9,40,3,127,6,0,20223
6,112511,9,62,3,220,6,1,72286
7,43010,9,38,2,189,8,0,15824
1,120211,72,48,3,218,7,0,55188
2,111210,82,59,2,211,8,0,25118
4,62510,34,81,2,126,7,0,21300
5,80312,79,86,3,222,5,0,5505
7,20411,42,-2,3,191,8,0,6152
1,31210,97,57,2,211,8,0,31197
5,80511,10,91,3,216,6,0,10720
3,112511,4,68,3,221,7,1,9109
7,72211,83,56,3,193,8,0,967
5,101212,44,66,3,223,5,0,1229
5,22610,90,46,2,211,6,0,2121
1,30212,12,60,3,220,7,0,11994
4,120310,30,46,2,126,7,0,5791
4,102111,12,64,3,129,5,0,7819
6,61512,60,82,3,223,5,0,459
3,91710,52,82,2,214,7,0,1232
7,82010,31,59,2,190,9,0,3717
7,120911,17,11,3,195,8,0,8986
6,62411,18,85,3,216,6,0,0
1,90211,17,87,3,215,7,0,7577
3,73010,51,82,2,214,7,0,7
4,61711,99,83,3,129,5,0,150
5,102811,22,69,3,218,6,0,2541
6,61711,42,87,3,216,6,0,8880
4,122311,34,35,3,129,5,0,43274
4,72911,31,84,3,129,5,0,10606
2,21712,87,43,3,220,7,0,35153
6,22610,90,47,2,212,7,0,50482
6,42310,96,64,2,211,7,0,29606
7,61011,20,53,3,192,8,0,2339
4,31210,35,49,2,126,8,0,4723
2,123110,14,47,2,211,8,1,23161
2,42012,24,65,3,221,6,0,5780
7,11411,90,11,2,191,8,0,17387
6,33012,22,67,3,222,6,0,15727
7,71511,56,54,3,193,8,0,8833
7,111210,91,22,2,191,9,0,9957
1,122410,1,52,2,211,7,0,55931
1,121010,60,46,2,211,7,0,1486
1,21210,90,38,2,211,8,1,79455
5,41312,67,70,3,222,5,0,2552
4,32312,8,59,3,130,4,0,61407
4,101510,49,62,2,126,7,0,6355
7,71610,32,62,2,189,9,0,5860
5,93011,2,81,3,217,6,0,12330
4,102111,93,64,3,129,5,0,72670
4,120911,35,31,3,129,5,0,4409
2,33012,52,66,3,221,7,0,4180
1,51812,24,70,3,221,7,0,4439
2,91010,31,79,2,211,8,1,4095
7,121010,52,24,2,190,9,0,1413
7,61110,94,63,2,189,8,0,-7
3,62510,23,83,2,214,7,0,11125
2,21712,21,43,3,220,7,0,9390
6,71312,16,80,3,223,5,0,33062
4,101510,80,62,2,126,7,0,16986
7,52011,26,36,3,192,8,0,1216
4,61711,82,83,3,129,5,0,31430
1,42310,92,64,2,210,7,0,111703
5,31210,5,58,2,211,6,0,7465
5,42310,2,65,2,210,6,0,12205
4,62212,41,81,3,130,4,0,557
2,81712,10,84,3,221,6,0,35939
2,102111,82,64,3,217,7,0,20835
6,91010,35,78,2,213,6,1,3011
5,92812,14,78,3,223,5,0,2916
4,123110,82,38,2,127,7,1,26972
6,70612,35,82,3,223,5,0,4651
2,31910,20,54,2,210,8,0,6957
3,120911,31,49,3,222,7,0,1419
5,31910,23,55,2,211,6,0,4942
5,40910,31,65,2,211,6,0,529
6,61512,90,82,3,223,5,0,56719
2,73010,93,83,2,211,8,0,57103
7,30411,34,21,3,192,8,0,4448
2,102811,23,65,3,217,7,0,26066
6,102111,67,68,3,219,6,0,10631
1,40210,45,62,2,210,7,0,13
1,42211,20,72,3,215,7,0,3570
7,101510,30,35,2,190,9,0,755
5,122410,32,55,2,211,6,0,10288
3,122311,16,53,3,222,7,0,1730
1,70111,58,85,3,215,7,0,2650
5,80610,27,86,2,212,6,0,305
1,12111,32,44,3,211,7,0,4671
7,70811,80,59,3,193,8,0,709
3,71610,74,84,2,214,7,0,3364
7,70910,85,58,2,189,9,0,1302
4,111111,24,47,3,129,5,0,11984
4,80312,46,83,3,130,4,0,40539
5,90712,74,86,3,223,5,1,3734
1,112610,22,64,2,211,7,1,15769
2,70612,21,84,3,221,6,0,8662
4,51812,95,68,3,131,4,0,164941
5,61011,81,83,3,215,6,0,2437
5,33012,11,67,3,221,5,0,7572
2,12111,92,41,3,211,8,0,167388
1,51812,38,70,3,221,7,0,81332
4,51812,19,68,3,131,4,0,1944
1,102210,33,69,2,211,7,0,4127
3,81712,10,87,3,225,6,0,14249
7,42310,9,43,2,189,8,0,21117
2,122410,30,49,2,211,8,0,5837
2,80312,34,90,3,221,6,0,17562
5,31210,13,58,2,211,6,0,10599
3,92410,9,76,2,214,7,0,12869
2,11411,22,33,2,211,8,0,12046
3,22511,6,67,3,216,7,0,2083
4,62510,5,81,2,126,7,0,34501
4,20510,16,43,2,126,8,0,7437
3,61512,95,84,3,225,6,0,22291
4,70612,60,80,3,130,4,0,441
7,123110,80,13,2,191,9,1,595
4,22511,97,49,3,128,6,0,36082
7,30411,79,21,3,192,8,0,6339
3,100512,33,72,3,226,6,0,3536
6,110411,22,58,3,219,6,0,20150
3,121611,74,57,3,222,7,0,2762
2,31612,3,63,3,220,7,0,10209
1,22511,42,62,3,213,7,0,8896
3,72911,23,88,3,218,7,0,9032
6,92112,54,70,3,224,5,0,86
2,51112,83,73,3,221,6,0,5989
4,83112,13,76,3,130,4,0,75987
4,42911,40,64,3,129,5,0,69723
1,21210,6,38,2,211,8,1,9135
3,90911,14,81,3,219,7,1,4167
7,80511,36,55,3,193,8,0,1805
4,81310,79,78,2,126,7,0,50050
3,121611,18,57,3,222,7,0,11944
2,21811,11,57,3,212,8,0,17715
6,40210,54,64,2,212,7,0,178
6,20312,1,57,3,221,6,0,22832
2,92112,93,71,3,222,6,0,71229
5,81310,4,87,2,212,6,0,10337
4,41610,55,56,2,126,7,0,14829
7,20312,82,22,3,196,8,0,9043
3,121710,94,52,2,214,7,0,170
7,112511,14,27,3,195,8,1,27010
2,100810,36,63,2,211,8,0,996
3,31111,26,61,3,217,7,0,2226
6,111910,82,52,2,213,7,0,19926
4,20411,1,34,3,127,6,0,34778
6,31910,23,56,2,212,7,0,30594
1,12111,60,44,3,211,7,0,1047
6,12712,28,53,3,221,6,0,635
1,123011,30,44,3,219,7,1,2155
6,12811,20,44,3,213,6,0,6471
1,72911,9,86,3,215,7,0,18244
3,50710,94,73,2,213,7,0,421
4,121010,37,42,2,126,7,0,3427
2,121710,71,47,2,211,8,0,4226
1,82611,42,87,3,215,7,0,6976
6,121710,32,52,2,212,7,0,29124
6,92112,81,70,3,224,5,0,14436
1,122410,27,52,2,211,7,0,4168
1,120911,18,43,3,218,7,0,41114
4,70210,46,73,2,126,7,0,36215
6,121010,31,48,2,212,7,0,4620
6,51311,11,76,3,217,6,0,21002
5,120911,59,44,3,219,6,0,310
2,71312,71,80,3,221,6,0,5473
1,123011,35,44,3,219,7,1,2631
1,72211,74,85,3,215,7,0,9441
6,41511,90,73,3,216,6,0,50517
5,62411,6,84,3,215,6,0,943
4,112511,90,47,3,129,5,1,117326
2,101510,3,65,2,211,8,0,11490
7,42310,7,43,2,189,8,0,7524
5,62212,10,80,3,222,5,0,10968
3,102811,85,71,3,221,7,0,885
3,42911,87,78,3,219,7,0,240
5,11411,71,37,2,212,6,0,320
6,32610,21,53,2,212,7,0,10822
4,21811,5,48,3,128,6,0,61238
4,81012,18,83,3,130,4,0,41
7,82611,21,57,3,194,8,0,2440
3,121611,11,57,3,222,7,0,8227
6,50611,7,65,3,217,6,0,28188
3,120911,17,49,3,222,7,0,3221
3,32610,6,57,2,214,7,0,1176
4,52810,79,67,2,126,7,0,46271
3,81012,3,85,3,225,6,0,13719
5,21012,8,48,3,220,5,1,15006
7,40210,85,38,2,189,8,0,1410
5,10612,17,50,3,220,5,0,2610
7,41610,74,41,2,189,8,0,8692
7,81911,72,56,3,194,8,0,48731
3,92812,59,77,3,226,6,0,3
6,42211,7,74,3,217,6,0,41309
2,81712,59,84,3,221,6,0,478
1,62510,42,84,2,211,7,0,8169
7,90211,42,53,3,194,8,0,7951
1,51410,16,74,2,210,7,0,44148
7,52711,13,37,3,192,8,0,12622
4,62510,59,81,2,126,7,0,855
2,20312,35,55,3,219,7,0,4119
7,90310,22,49,2,190,9,0,7749
2,21012,21,46,3,219,7,1,9374
5,123110,18,49,2,211,6,1,6455
5,101411,40,72,3,217,6,0,17428
6,91710,83,81,2,213,6,0,3461
5,80312,30,86,3,222,5,0,1068
3,20411,22,45,2,215,7,0,5686
6,40910,95,66,2,212,7,0,94912
1,62212,34,78,3,221,7,0,12356
6,120310,25,52,2,213,7,0,12262
6,120911,90,43,3,220,6,0,62118
3,62912,96,86,3,225,6,0,3681
2,72310,82,87,2,210,8,0,18916
4,51410,20,62,2,126,7,0,7120
1,62411,17,83,3,215,7,0,6301
4,10711,33,39,2,127,6,0,9246
6,100711,59,74,3,218,6,0,180
4,22610,16,41,2,126,8,0,11943
3,71312,33,82,3,225,6,0,4429
5,22610,13,46,2,211,6,0,9922
6,60410,82,79,2,212,7,0,23086
2,73010,79,83,2,211,8,0,28423
2,70910,7,82,2,210,8,0,34549
1,32610,30,51,2,211,8,0,3324
3,32312,49,66,3,224,6,0,32
5,50710,31,71,2,210,6,0,457
4,81211,41,82,3,129,5,0,1336
1,62912,34,84,3,221,7,0,12800
1,72712,87,82,3,221,6,0,49828
3,40111,33,68,3,218,7,0,2205
2,101212,58,60,3,223,6,0,23065
7,72911,11,56,3,193,8,0,18389
6,12712,59,53,3,221,6,0,211
2,32511,12,69,3,214,8,0,8604
2,93011,94,78,3,216,7,0,61435
6,30912,92,57,3,222,6,0,110145
6,92812,27,77,3,224,5,0,1343
1,43010,98,67,2,210,7,0,9845
5,33012,67,67,3,221,5,0,2392
5,12111,1,45,3,212,6,0,8109
3,70111,97,85,3,218,7,0,384
2,20312,46,55,3,219,7,0,31293
7,121010,40,24,2,190,9,0,28220
2,91412,31,75,3,222,6,0,2756
2,93011,21,78,3,216,7,0,9189
4,52711,85,73,3,129,5,0,2690
2,60311,46,83,3,214,7,0,33994
4,22412,38,41,3,130,4,0,92137
1,92112,93,69,3,222,6,0,72668
1,11411,18,35,2,211,7,0,875
5,90310,17,84,2,212,6,0,1705
2,61512,8,80,3,221,6,0,62535
1,51812,85,70,3,221,7,0,5430
6,50611,3,65,3,217,6,0,11499
5,60112,41,79,3,222,5,0,284
1,51812,23,70,3,221,7,0,18435
2,32312,85,64,3,220,7,0,2902
4,122311,67,35,3,129,5,0,26958
6,73010,87,81,2,212,6,0,31715
1,42012,6,66,3,221,7,0,2988
3,43010,54,70,2,213,7,0,40
6,92812,41,77,3,224,5,0,3889
7,41610,3,41,2,189,8,0,5268
2,111910,33,50,2,211,8,0,8487
4,102811,52,55,3,129,5,0,5199
5,91010,11,79,2,212,6,1,6462
7,100711,82,40,3,194,8,0,7735
2,82412,13,76,3,221,6,0,46305
2,71312,41,80,3,221,6,0,2047
4,30912,77,53,3,130,4,0,350
2,72310,44,87,2,210,8,0,5983
1,42211,71,72,3,215,7,0,1027
3,90911,10,81,3,219,7,1,10529
5,93011,41,81,3,217,6,0,988
6,42211,96,74,3,217,6,0,32899
1,111210,7,59,2,212,7,0,21019
1,111111,96,59,3,218,7,0,31945
6,92311,87,78,3,217,6,0,41989
4,21910,4,36,2,126,8,0,53939
2,22610,91,46,2,210,8,0,79680
7,41610,56,41,2,189,8,0,2882
4,40811,81,62,3,128,5,0,31327
4,30411,30,46,3,128,6,0,10203
4,90211,74,77,3,129,5,0,23700
6,93011,38,82,3,218,6,0,70946
2,10711,74,44,2,211,8,0,24484
3,72211,29,86,3,218,7,0,1024
6,51812,7,70,3,223,5,0,25654
4,60812,83,78,3,130,4,0,9661
3,22610,55,52,2,214,7,0,7297
2,21910,7,39,2,210,8,0,31003
6,50611,18,65,3,217,6,0,24
6,100711,35,74,3,218,6,0,2689
3,51112,59,75,3,225,6,0,9
7,50611,4,26,3,192,8,0,11584
1,32610,5,51,2,211,8,0,38971
7,12811,20,10,3,191,8,0,1870
1,90712,45,83,3,222,6,1,10
7,22610,8,24,2,189,9,0,14712
2,80312,90,90,3,221,6,0,100980
3,112610,87,68,2,215,7,1,812
3,21811,46,61,3,216,7,0,6621
6,11312,4,48,3,221,6,0,33836
7,100711,25,40,3,194,8,0,4077
6,72310,49,83,2,212,6,0,14754
4,90211,49,77,3,129,5,0,7059
4,42310,10,56,2,126,7,0,27618
3,61110,74,82,2,214,7,0,3214
7,91010,31,48,2,190,9,1,1014
7,123011,5,15,3,196,8,1,28763
4,82412,74,75,3,130,4,0,25048
6,60311,38,84,3,216,6,0,68870
5,102210,14,70,2,212,6,0,3192
6,81310,3,86,2,213,6,0,44094
1,72911,80,86,3,215,7,0,7728
6,60410,37,79,2,212,7,0,4728
3,80610,51,85,2,214,7,0,2
4,92112,45,68,3,131,4,0,10
4,40811,4,62,3,128,5,0,54500
1,70111,56,85,3,215,7,0,1996
5,101510,74,68,2,212,6,0,2976
1,123011,6,44,3,219,7,1,6629
1,80511,14,91,3,215,7,0,13330
7,101510,33,35,2,190,9,0,1809
7,81911,8,56,3,194,8,0,14420
1,62411,74,83,3,215,7,0,10821
5,41312,13,70,3,222,5,0,10523
1,43010,44,67,2,210,7,0,4414
6,60311,26,84,3,216,6,0,9096
5,21210,34,39,2,211,6,1,3485
3,72911,54,88,3,218,7,0,33
7,40811,38,30,3,192,8,0,29057
5,90211,29,90,3,216,6,0,1043
4,60812,27,78,3,130,4,0,1848
5,31811,32,64,3,214,6,0,2067
1,12012,80,54,3,219,7,0,16501
7,102111,56,37,3,195,8,0,715
5,121010,17,48,2,212,6,0,2388
7,12012,14,27,3,196,8,0,9124
3,20312,85,59,3,223,6,0,905
5,101212,81,66,3,223,5,0,2923
5,21012,90,48,3,220,5,1,3435
4,33012,4,72,3,130,4,0,55633
7,52011,29,36,3,192,8,0,646
3,111111,56,61,3,221,7,0,29
2,51112,80,73,3,221,6,0,26752
4,42012,13,68,3,131,4,0,73218
3,20411,33,45,2,215,7,0,3785
7,42211,83,31,3,192,8,0,823
4,40910,25,54,2,126,7,0,16529
5,92812,21,78,3,223,5,0,1136
5,42911,2,74,3,216,6,0,11964
4,82710,13,74,2,126,7,0,68083
4,62411,90,81,3,129,5,0,86307
1,42211,58,72,3,215,7,0,3315
3,21012,4,51,3,223,6,1,9462
1,100810,96,63,2,211,7,0,25795
7,100810,12,44,2,190,9,0,7854
3,71610,44,84,2,214,7,0,1301
3,111111,49,61,3,221,7,0,14
5,71610,20,83,2,211,6,0,1274
2,72712,48,86,3,221,6,0,614
1,120911,20,43,3,218,7,0,2944
2,50611,95,61,3,215,7,0,134884
3,120310,29,53,2,214,7,0,2183
3,60311,18,84,3,218,7,0,0
5,30411,24,60,3,214,6,0,1110
6,82611,79,90,3,217,6,0,20071
1,20312,30,56,3,220,7,0,3107
6,40811,7,70,3,216,6,0,29558
1,21012,21,48,3,220,7,1,8467
7,80511,42,55,3,193,8,0,8214
2,12811,1,42,3,211,8,0,25461
2,51311,1,74,3,215,7,0,22484
3,100512,26,72,3,226,6,0,2660
5,111210,11,62,2,212,6,0,6590
4,120911,95,31,3,129,5,0,140264
3,21712,4,52,3,223,6,0,9201
6,61512,14,82,3,223,5,0,28487
5,61011,26,83,3,215,6,0,1715
1,51112,20,73,3,221,7,0,4418
5,100711,3,71,3,217,6,0,3683
2,22412,30,54,3,220,7,0,5207
6,51112,95,72,3,223,5,0,83880
1,70811,38,85,3,215,7,0,70660
2,31910,60,54,2,210,8,0,0
5,101212,67,66,3,223,5,0,2682
7,60311,40,45,3,192,8,0,25251
1,121611,18,51,3,219,7,0,33932
3,61711,29,86,3,218,7,0,928
3,30510,23,53,2,214,7,0,7446
7,122410,67,26,2,191,9,0,12428
3,60812,21,81,3,225,6,0,1459
3,42911,90,78,3,219,7,0,1757
2,90911,72,77,3,215,7,1,54597
2,30510,7,47,2,211,8,0,29442
5,42012,44,67,3,222,5,0,1282
4,50412,80,80,3,131,4,0,23933
1,120911,79,43,3,218,7,0,37340
3,21012,79,51,3,223,6,1,9301
6,52011,9,72,3,217,6,0,40185
3,50710,52,73,2,213,7,0,880
6,101411,37,71,3,218,6,0,3661
6,122410,22,55,2,212,7,0,44555
4,70910,93,80,2,126,7,0,61955
7,123011,11,15,3,196,8,1,22586
1,20312,56,56,3,220,7,0,2418
1,30411,41,59,3,213,7,0,663
6,60410,13,79,2,212,7,0,46073
6,40910,7,66,2,212,7,0,26644
7,12712,58,26,3,196,8,0,445
2,42012,59,65,3,221,6,0,378
6,102111,6,68,3,219,6,0,7453
6,122410,24,55,2,212,7,0,14304
3,81310,8,86,2,214,7,0,6805
2,72211,13,89,3,215,7,0,42761
6,52512,19,78,3,223,5,0,3344
2,62510,94,86,2,211,8,0,71967
5,32312,55,64,3,221,5,0,2453
5,80511,27,91,3,216,6,0,232
6,12712,32,53,3,221,6,0,6963
4,30411,27,46,3,128,6,0,2734
7,80610,34,61,2,190,9,0,7061
7,32610,22,23,2,189,9,0,4983
3,62510,29,83,2,214,7,0,1472
5,20510,19,39,2,211,6,0,63
2,51112,25,73,3,221,6,0,14370
3,81012,56,85,3,225,6,0,362
1,112610,9,64,2,211,7,1,44504
5,91611,36,83,3,216,6,0,98
3,62912,16,86,3,225,6,0,10588
1,100711,29,69,3,217,7,0,4011
3,21210,95,47,2,214,7,1,11978
7,43010,17,38,2,189,8,0,6268
4,91710,2,64,2,126,7,0,89875
7,72211,85,56,3,193,8,0,2691
2,90712,32,87,3,222,6,1,9261
2,12712,40,50,3,219,7,0,76568
1,10711,38,48,2,211,7,0,85242
5,72012,25,81,3,222,5,0,2398
7,110411,13,23,3,195,8,0,15068
2,30411,8,57,3,213,8,0,61222
4,61110,25,78,2,126,7,0,16754
7,100110,83,49,2,190,9,0,6
7,42911,95,26,3,192,8,0,23772
5,82412,71,79,3,222,5,0,416
4,82611,79,81,3,129,5,0,47348
4,31111,94,50,3,128,6,0,65710
4,33012,36,72,3,130,4,0,2926
1,50710,91,72,2,210,7,0,66019
2,20312,5,55,3,219,7,0,35533
5,81012,8,86,3,222,5,0,13100
5,121611,60,54,3,219,6,0,387
5,21012,52,48,3,220,5,1,510
6,83112,46,83,3,223,5,0,22428
5,61110,82,80,2,212,6,0,3283
3,21712,2,52,3,223,6,0,19546
4,101510,7,62,2,126,7,0,34361
7,91010,85,48,2,190,9,1,2268
1,31612,38,64,3,221,7,0,68900
1,102210,74,69,2,211,7,0,9707
4,70612,4,80,3,130,4,0,62171
7,21210,60,25,2,189,9,1,132
3,71312,1,82,3,225,6,0,5991
5,121611,38,54,3,219,6,0,65607
1,101510,23,67,2,211,7,0,17717
2,42310,83,65,2,210,8,0,5937
5,111111,56,60,3,218,6,0,337
7,112511,95,27,3,195,8,1,38070
4,111910,79,48,2,126,7,0,53219
5,123110,22,49,2,211,6,1,4064
5,121010,6,48,2,212,6,0,1997
3,11312,72,51,3,223,6,0,23438
5,50412,26,77,3,222,5,0,1646
7,100110,54,49,2,190,9,0,25
1,20510,95,42,2,211,8,0,106690
6,42012,3,68,3,223,5,0,11234
6,40210,25,64,2,212,7,0,23015
2,72012,20,83,3,221,6,0,6206
2,102111,38,64,3,217,7,0,76417
5,20510,92,39,2,211,6,0,6459
6,91010,25,78,2,213,6,1,10851
1,111910,11,51,2,211,7,0,23243
7,40811,36,30,3,192,8,0,1543
7,91611,95,43,3,194,8,0,33625
1,91710,58,82,2,211,7,0,3572
3,22610,25,52,2,214,7,0,3506
6,91412,16,76,3,224,5,0,15510
6,101411,38,71,3,218,6,0,76015
2,21811,42,57,3,212,8,0,10965
1,91710,49,82,2,211,7,0,13938
4,81712,38,81,3,130,4,0,72189
1,51410,80,74,2,210,7,0,14806
3,40111,32,68,3,218,7,0,2966
7,111910,8,25,2,191,9,0,13272
2,52512,56,78,3,221,6,0,10343
1,81911,30,89,3,215,7,0,3465
1,62212,49,78,3,221,7,0,10268
7,21111,93,10,3,191,8,1,1429
6,72712,28,85,3,223,5,0,300
7,73010,8,66,2,189,9,0,14220
2,102910,11,66,2,211,8,0,17837
6,60311,59,84,3,216,6,0,169
1,52512,60,77,3,221,7,0,774
1,102910,40,69,2,211,7,0,55868
6,112511,32,62,3,220,6,1,15332
7,70811,25,59,3,193,8,0,5521
6,50710,37,73,2,211,7,0,4296
4,92812,52,71,3,131,4,0,3057
5,52711,55,80,3,216,6,0,2898
1,70612,96,81,3,221,6,0,46819
3,91010,30,80,2,214,7,1,944
7,92311,2,43,3,194,8,0,21210
4,110510,27,51,2,126,7,0,3376
3,100110,34,73,2,214,7,0,3148
5,42310,5,65,2,210,6,0,8651
6,111111,74,61,3,219,6,0,20804
7,22610,41,24,2,189,9,0,1090
7,81911,23,56,3,194,8,0,14045
2,10711,42,44,2,211,8,0,8486
4,41610,72,56,2,126,7,0,67360
2,92812,7,79,3,222,6,0,39330
1,60311,91,83,3,215,7,0,64308
3,21712,38,52,3,223,6,0,99293
7,121611,8,15,3,195,8,0,14254
6,30510,7,49,2,212,7,0,24497
1,51112,4,73,3,221,7,0,35840
1,62212,83,78,3,221,7,0,5368
3,92410,24,76,2,214,7,0,1340
1,12811,54,43,3,212,7,0,67
6,40111,74,62,3,216,6,0,20746
6,40612,5,71,3,223,5,0,35262
7,82710,27,57,2,190,9,0,699
6,82412,8,79,3,223,5,0,46094
7,81310,92,60,2,190,9,0,26085
7,81911,1,56,3,194,8,0,9499
7,101411,20,32,3,195,8,0,3319
4,41312,67,68,3,131,4,0,10679
3,100110,40,73,2,214,7,0,15668
2,51112,7,73,3,221,6,0,40999
1,50412,5,75,3,221,7,0,18953
2,83112,10,82,3,221,6,0,37932
6,31910,83,56,2,212,7,0,4804
2,81712,7,84,3,221,6,0,26030
1,90712,35,83,3,222,6,1,1578
7,110411,11,23,3,195,8,0,18603
6,21012,36,48,3,221,6,1,2943
7,90911,98,45,3,194,8,1,202
4,70210,22,73,2,126,7,0,15136
4,61011,12,80,3,129,5,0,10337
5,110411,5,56,3,218,6,0,7017
2,31811,67,62,3,214,8,0,8102
2,61810,93,85,2,211,8,0,69711
2,30411,34,57,3,213,8,0,18482
1,101212,21,62,3,223,6,0,7020
1,51112,8,73,3,221,7,0,37702
1,12712,40,54,3,220,7,0,55272
3,120211,1,54,3,222,7,0,9251
6,21012,98,48,3,221,6,1,12030
5,21712,1,48,3,221,5,0,16925
3,123011,33,48,3,223,7,1,2377
6,10612,91,50,3,221,6,0,45263
5,82611,52,89,3,216,6,0,314
3,61011,38,84,3,218,7,0,102739
2,110510,23,57,2,211,8,0,33387
6,20411,55,40,2,214,6,0,19182
5,10711,91,48,2,211,6,0,1233
6,100810,94,65,2,213,7,0,33780
4,82611,5,81,3,129,5,0,33804
7,31210,74,27,2,189,9,0,8536
5,50611,34,66,3,216,6,0,3816
5,101411,1,72,3,217,6,0,10269
4,60812,44,78,3,130,4,0,5261
6,70111,93,87,3,216,6,0,46222
5,80610,31,86,2,212,6,0,1347
3,61512,82,84,3,225,6,0,8403
4,90211,81,77,3,129,5,0,31624
2,72012,27,83,3,221,6,0,1038
7,12012,29,27,3,196,8,0,943
5,52011,9,71,3,216,6,0,7147
1,81310,83,87,2,211,7,0,5948
1,111910,67,51,2,211,7,0,6156
3,62510,38,83,2,214,7,0,115598
4,12012,55,42,3,130,4,0,14445
7,12811,9,10,3,191,8,0,12511
6,62411,10,85,3,216,6,0,47933
7,102811,82,28,3,195,8,0,7874
6,102111,93,68,3,219,6,0,34944
4,41511,56,62,3,128,5,0,13045
2,70910,29,82,2,210,8,0,7105
5,120211,27,51,3,219,6,0,668
2,12012,91,51,3,219,7,0,81990
3,92410,81,76,2,214,7,0,1026
4,51812,27,68,3,131,4,0,1725
3,21210,9,47,2,214,7,1,4043
1,61512,3,79,3,221,7,0,8016
6,102811,20,69,3,219,6,0,6644
2,42012,87,65,3,221,6,0,22520
1,101411,5,71,3,217,7,0,22917
7,123011,10,15,3,196,8,1,21495
1,22412,2,57,3,220,7,0,47080
7,20411,34,-2,3,191,8,0,3135
3,60410,96,78,2,214,7,0,5981
2,31811,58,62,3,214,8,0,19753
5,91412,58,76,3,223,5,0,265
3,72712,54,84,3,225,6,0,34
4,120211,8,38,3,129,5,0,64584
2,81211,20,91,3,215,7,0,5134
5,83112,3,84,3,222,5,0,16381
1,62411,14,83,3,215,7,0,13580
6,61011,11,84,3,216,6,0,29715
6,93011,31,82,3,218,6,0,2483
2,52011,16,67,3,215,7,0,39997
7,92410,91,47,2,190,9,0,8775
3,50611,31,69,3,219,7,0,814
2,80610,13,89,2,211,8,0,51948
4,123011,95,36,3,130,5,1,110857
1,70811,8,85,3,215,7,0,35582
4,110411,2,49,3,129,5,0,96580
1,90310,98,81,2,211,7,0,10282
3,111111,17,61,3,221,7,0,2735
5,90911,56,79,3,216,6,1,134
3,12012,28,56,3,223,6,0,147
6,11312,91,48,3,221,6,0,47545
6,70111,49,87,3,216,6,0,14985
4,121611,94,36,3,129,5,0,58196
5,21210,31,39,2,211,6,1,732
5,62212,8,80,3,222,5,0,14326
5,121611,7,54,3,219,6,0,15801
1,20510,22,42,2,211,8,0,13623
2,10612,14,46,3,219,7,0,20087
2,92410,90,81,2,211,8,0,88249
4,80511,97,86,3,129,5,0,42024
5,91010,40,79,2,212,6,1,19098
3,31811,36,69,3,217,7,0,1068
5,31111,85,55,3,214,6,0,680
5,40612,46,70,3,222,5,0,5486
6,12111,96,46,3,213,6,0,20801
3,111811,4,63,3,221,7,0,9427
1,52512,83,77,3,221,7,0,5099
2,42712,72,67,3,221,6,0,48859
1,51410,28,74,2,210,7,0,653
1,91710,74,82,2,211,7,0,10739
2,81012,4,88,3,221,6,0,46654
6,20510,18,40,2,212,7,0,5256
4,83112,14,76,3,130,4,0,26261
2,122410,2,49,2,211,8,0,91738
1,42712,8,67,3,221,7,0,38531
3,42310,11,67,2,213,7,0,4880
1,42712,81,67,3,221,7,0,30244
3,90712,11,84,3,225,6,1,7015
7,81211,11,54,3,194,8,0,15655
4,31210,36,49,2,126,8,0,1210
4,90911,14,73,3,129,5,1,26620
2,52110,34,74,2,210,8,0,23372
3,40612,24,73,3,224,6,0,3467
2,21910,16,39,2,210,8,0,11495
6,73010,48,81,2,212,6,0,1232
7,40910,85,33,2,189,8,0,1496
7,31811,17,27,3,192,8,0,4150
3,31612,81,64,3,224,6,0,1572
3,22412,20,60,3,224,6,0,2335
5,93011,7,81,3,217,6,0,3678
2,30212,55,58,3,220,7,0,11407
3,50611,79,69,3,219,7,0,6594
3,31811,35,69,3,217,7,0,1790
5,41312,87,70,3,222,5,0,9874
3,51112,36,75,3,225,6,0,246
2,121611,24,50,3,218,7,0,14642
1,102910,22,69,2,211,7,0,5414
6,92812,3,77,3,224,5,0,10426
2,31910,81,54,2,210,8,0,32060
5,30212,14,60,3,221,5,0,3013
